country,country_url,season,league_cups,league_cups_url,champion,list_of_promoted,list_of_promoted_url,list_of_relegated,list_of_relegated_url,list_of_top_scorer,list_of_top_scorer_url,number_of_goals,percent_of_foreign_players,goals_per_match,update_date
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,League Two,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4/saison_id/2015,Northampton Town,"['Oxford United', 'Northampton Town', 'Bristol Rovers', 'AFC Wimbledon']","['https://www.transfermarkt.com/oxford-united/startseite/verein/988/saison_id/2015', 'https://www.transfermarkt.com/northampton-town/startseite/verein/1302/saison_id/2015', 'https://www.transfermarkt.com/bristol-rovers/startseite/verein/2455/saison_id/2015', 'https://www.transfermarkt.com/afc-wimbledon/startseite/verein/3884/saison_id/2015']","['Dagenham & Redbridge FC', 'York City']","['https://www.transfermarkt.com/fc-dagenham-amp-redbridge/startseite/verein/3696/saison_id/2015', 'https://www.transfermarkt.com/york-city/startseite/verein/1252/saison_id/2015']",['Matty Taylor'],['https://www.transfermarkt.com/matty-taylor/profil/spieler/67237'],27,32.8,2.67,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,National League,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT/saison_id/2015,,"['Cheltenham Town', 'Grimsby Town']","['https://www.transfermarkt.com/cheltenham-town/startseite/verein/3371/saison_id/2015', 'https://www.transfermarkt.com/grimsby-town/startseite/verein/1034/saison_id/2015']","['Altrincham FC', 'FC Halifax Town', 'Kidderminster Harriers', 'Welling United']","['https://www.transfermarkt.com/altrincham-fc/startseite/verein/2962/saison_id/2015', 'https://www.transfermarkt.com/fc-halifax-town/startseite/verein/1127/saison_id/2015', 'https://www.transfermarkt.com/kidderminster-harriers/startseite/verein/1195/saison_id/2015', 'https://www.transfermarkt.com/welling-united/startseite/verein/7454/saison_id/2015']",['Dan Holman'],['https://www.transfermarkt.com/dan-holman/profil/spieler/241680'],30,19.0,2.64,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,FL Trophy,https://www.transfermarkt.com/efl-trophy/startseite/pokalwettbewerb/GBFL/saison_id/2015,Barnsley FC,[],[],[],[],[],[],,36.2,3.84,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,FA Cup,https://www.transfermarkt.com/fa-cup/startseite/pokalwettbewerb/FAC/saison_id/2015,Manchester United,[],[],[],[],['Matej Vydra'],['https://www.transfermarkt.com/matej-vydra/profil/spieler/101500'],6,44.2,2.97,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,League Cup,https://www.transfermarkt.com/efl-cup/startseite/pokalwettbewerb/CGB/saison_id/2015,Manchester City,[],[],[],[],['Kevin De Bruyne'],['https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755'],5,52.0,4.29,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,Community Shield,https://www.transfermarkt.com/community-shield/startseite/pokalwettbewerb/GBCS/saison_id/2015,Arsenal FC,[],[],[],[],[],[],,83.7,1.00,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,National League South,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6/saison_id/2015,,"['Sutton United', 'Maidstone United']","['https://www.transfermarkt.com/sutton-united/startseite/verein/3052/saison_id/2015', 'https://www.transfermarkt.com/maidstone-united/startseite/verein/7047/saison_id/2015']","['Havant & Waterlooville FC', 'Hayes & Yeading FC']","['https://www.transfermarkt.com/havant-amp-waterlooville-fc/startseite/verein/2794/saison_id/2015', 'https://www.transfermarkt.com/hayes-amp-yeading-fc/startseite/verein/6908/saison_id/2015']",[],[],,,,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,FA Youth Cup,https://www.transfermarkt.com/fa-youth-cup/startseite/pokalwettbewerb/FAYC/saison_id/2015,Chelsea FC U18,[],[],[],[],[],[],,30.4,4.50,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,Championship Play-Offs,https://www.transfermarkt.com/championship-playoffs/startseite/wettbewerb/POCC/saison_id/2015,,[],[],[],[],[],[],,58.9,2.00,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,National League Playoffs,https://www.transfermarkt.com/national-league-playoffs/startseite/wettbewerb/POCO/saison_id/2015,,[],[],[],[],[],[],,26.9,2.00,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,U21 PL Playoffs,https://www.transfermarkt.com/premier-league-2-playoffs/startseite/wettbewerb/E21P/saison_id/2015,Manchester United U21,[],[],[],[],[],[],,46.2,3.33,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,League Two Play-Offs,https://www.transfermarkt.com/league-two-playoffs/startseite/wettbewerb/POG2/saison_id/2015,Northampton Town,[],[],[],[],[],[],,33.0,2.40,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,League One Play-Offs,https://www.transfermarkt.com/league-one-playoffs/startseite/wettbewerb/POG3/saison_id/2015,Wigan Athletic,[],[],[],[],[],[],,40.2,3.40,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2015/plus/1,2015,U21 PL,https://www.transfermarkt.com/premier-league-2/startseite/wettbewerb/GB21/saison_id/2015,Manchester United U21,[],[],[],[],['Arnel Jakupovic'],['https://www.transfermarkt.com/arnel-jakupovic/profil/spieler/268426'],12,42.6,2.95,2023-05-26 18:36:07.042636
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,Premier League,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/saison_id/2021,Manchester City,[],[],"['Burnley FC', 'Norwich City', 'Watford FC']","['https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2021', 'https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2021', 'https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2021']","['Heung-min Son', 'Mohamed Salah']","['https://www.transfermarkt.com/heung-min-son/profil/spieler/91845', 'https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455']",23,66.7,2.82,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,Championship,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2/saison_id/2021,Fulham FC,"['AFC Bournemouth', 'Fulham FC', 'Nottingham Forest']","['https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2021', 'https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2021', 'https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2021']","['Barnsley FC', 'Derby County', 'Peterborough United']","['https://www.transfermarkt.com/fc-barnsley/startseite/verein/349/saison_id/2021', 'https://www.transfermarkt.com/derby-county/startseite/verein/22/saison_id/2021', 'https://www.transfermarkt.com/peterborough-united/startseite/verein/1072/saison_id/2021']",['Aleksandar Mitrović'],['https://www.transfermarkt.com/aleksandar-mitrovi%C4%87/profil/spieler/51152'],43,45.9,2.51,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,League One,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3/saison_id/2021,Wigan Athletic,"['Sunderland AFC', 'Wigan Athletic', 'Rotherham United']","['https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2021', 'https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2021', 'https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2021']","['Crewe Alexandra', 'Doncaster Rovers', 'Gillingham FC', 'AFC Wimbledon']","['https://www.transfermarkt.com/crewe-alexandra/startseite/verein/1042/saison_id/2021', 'https://www.transfermarkt.com/doncaster-rovers/startseite/verein/2454/saison_id/2021', 'https://www.transfermarkt.com/fc-gillingham/startseite/verein/2814/saison_id/2021', 'https://www.transfermarkt.com/afc-wimbledon/startseite/verein/3884/saison_id/2021']",['Will Keane'],['https://www.transfermarkt.com/will-keane/profil/spieler/118535'],26,38.8,2.70,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,League Two,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4/saison_id/2021,Forest Green Rovers,"['Port Vale FC', 'Bristol Rovers', 'Forest Green Rovers', 'Exeter City']","['https://www.transfermarkt.com/fc-port-vale/startseite/verein/1211/saison_id/2021', 'https://www.transfermarkt.com/bristol-rovers/startseite/verein/2455/saison_id/2021', 'https://www.transfermarkt.com/forest-green-rovers/startseite/verein/3455/saison_id/2021', 'https://www.transfermarkt.com/exeter-city/startseite/verein/6699/saison_id/2021']","['Oldham Athletic', 'Scunthorpe United']","['https://www.transfermarkt.com/oldham-athletic/startseite/verein/1078/saison_id/2021', 'https://www.transfermarkt.com/scunthorpe-united/startseite/verein/2964/saison_id/2021']",['Dom Telford'],['https://www.transfermarkt.com/dom-telford/profil/spieler/333782'],25,30.3,2.46,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,U18 Premier League,https://www.transfermarkt.com/u18-premier-league/startseite/wettbewerb/GB18/saison_id/2021,Manchester City U18,[],[],[],[],['Oakley Cannonier'],['https://www.transfermarkt.com/oakley-cannonier/profil/spieler/670881'],28,21.3,3.79,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,National League,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT/saison_id/2021,,"['Grimsby Town', 'Stockport County']","['https://www.transfermarkt.com/grimsby-town/startseite/verein/1034/saison_id/2021', 'https://www.transfermarkt.com/stockport-county/startseite/verein/1098/saison_id/2021']","['Dover Athletic', ""King's Lynn Town"", 'Weymouth FC']","['https://www.transfermarkt.com/dover-athletic/startseite/verein/3936/saison_id/2021', 'https://www.transfermarkt.com/kings-lynn-town/startseite/verein/38899/saison_id/2021', 'https://www.transfermarkt.com/fc-weymouth/startseite/verein/3822/saison_id/2021']",['Paul Mullin'],['https://www.transfermarkt.com/paul-mullin/profil/spieler/278501'],26,23.0,2.74,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,FA Cup,https://www.transfermarkt.com/fa-cup/startseite/pokalwettbewerb/FAC/saison_id/2021,Liverpool FC,[],[],[],[],"['Riyad Mahrez', 'Jayden Stockley']","['https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424', 'https://www.transfermarkt.com/jayden-stockley/profil/spieler/134293']",4,38.8,3.27,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,Community Shield,https://www.transfermarkt.com/community-shield/startseite/pokalwettbewerb/GBCS/saison_id/2021,Leicester City,[],[],[],[],[],[],,73.2,1.00,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,National League North,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6/saison_id/2021,,"['Gateshead FC', 'York City']","['https://www.transfermarkt.com/fc-gateshead/startseite/verein/3456/saison_id/2021', 'https://www.transfermarkt.com/york-city/startseite/verein/1252/saison_id/2021']",['Guiseley AFC'],['https://www.transfermarkt.com/afc-guiseley/startseite/verein/12658/saison_id/2021'],['Macaulay Langstaff'],['https://www.transfermarkt.com/macaulay-langstaff/profil/spieler/526347'],28,18.3,2.64,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,National League South,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6/saison_id/2021,,"['Maidstone United', 'Dorking Wanderers']","['https://www.transfermarkt.com/maidstone-united/startseite/verein/7047/saison_id/2021', 'https://www.transfermarkt.com/dorking-wanderers/startseite/verein/52299/saison_id/2021']",['Billericay Town'],['https://www.transfermarkt.com/billericay-town/startseite/verein/7067/saison_id/2021'],['Alfie Rutherford'],['https://www.transfermarkt.com/alfie-rutherford/profil/spieler/604016'],30,18.9,2.96,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,EFL Cup,https://www.transfermarkt.com/efl-cup/startseite/pokalwettbewerb/CGB/saison_id/2021,Liverpool FC,[],[],[],[],"['Marcus Forss', 'Eddie Nketiah']","['https://www.transfermarkt.com/marcus-forss/profil/spieler/404584', 'https://www.transfermarkt.com/eddie-nketiah/profil/spieler/340324']",5,48.1,5.58,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,FA Youth Cup,https://www.transfermarkt.com/fa-youth-cup/startseite/pokalwettbewerb/FAYC/saison_id/2021,Manchester United U18,[],[],[],[],['Alejandro Garnacho'],['https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779'],7,22.9,4.19,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,NL North Play-offs,https://www.transfermarkt.com/national-league-north-playoff/startseite/wettbewerb/E6NP/saison_id/2021,,[],[],[],[],[],[],,26.7,2.20,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,NL South Play-offs,https://www.transfermarkt.com/national-league-south-playoff/startseite/wettbewerb/E6SP/saison_id/2021,,[],[],[],[],[],[],,17.7,3.20,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,Championship Play-Offs,https://www.transfermarkt.com/championship-playoffs/startseite/wettbewerb/POCC/saison_id/2021,,[],[],[],[],[],[],,41.3,3.00,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,National League Playoffs,https://www.transfermarkt.com/national-league-playoffs/startseite/wettbewerb/POCO/saison_id/2021,,[],[],[],[],[],[],,30.1,4.40,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,U18 PL - Final Stage,https://www.transfermarkt.com/u18-premier-league-final-stage/startseite/wettbewerb/18GB/saison_id/2021,Manchester City U18,[],[],[],[],[],[],,36.8,3.00,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,PL2 Playoffs,https://www.transfermarkt.com/premier-league-2-playoffs/startseite/wettbewerb/E21P/saison_id/2021,Manchester City U23,[],[],[],[],[],[],,47.1,5.00,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,League Two Play-Offs,https://www.transfermarkt.com/league-two-playoffs/startseite/wettbewerb/POG2/saison_id/2021,Forest Green Rovers,[],[],[],[],[],[],,19.7,4.40,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,League One Play-Offs,https://www.transfermarkt.com/league-one-playoffs/startseite/wettbewerb/POG3/saison_id/2021,Wigan Athletic,[],[],[],[],[],[],,38.4,1.60,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,Premier League 2,https://www.transfermarkt.com/premier-league-2/startseite/wettbewerb/GB21/saison_id/2021,Manchester City U23,[],[],[],[],"['Jesurun Rak-Sakyi', 'James McAtee']","['https://www.transfermarkt.com/jesurun-rak-sakyi/profil/spieler/586834', 'https://www.transfermarkt.com/james-mcatee/profil/spieler/583199']",18,37.3,3.53,2023-05-26 18:36:07.125416
England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189/saison_id/2021/plus/1,2021,EFL Trophy,https://www.transfermarkt.com/efl-trophy/startseite/pokalwettbewerb/GBFL/saison_id/2021,Rotherham United,[],[],[],[],['Cameron Archer'],['https://www.transfermarkt.com/cameron-archer/profil/spieler/533662'],6,32.2,4.65,2023-05-26 18:36:07.125416
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie A,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/saison_id/2020,Inter Milan,[],[],"['Parma Calcio 1913', 'FC Crotone', 'Benevento Calcio']","['https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020', 'https://www.transfermarkt.com/fc-crotone/startseite/verein/4083/saison_id/2020', 'https://www.transfermarkt.com/benevento-calcio/startseite/verein/4171/saison_id/2020']",['Cristiano Ronaldo'],['https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198'],29,64.0,3.06,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie B,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2/saison_id/2020,Empoli FC,"['Empoli FC', 'US Salernitana 1919', 'Venezia FC']","['https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2020', 'https://www.transfermarkt.com/us-salernitana-1919/startseite/verein/380/saison_id/2020', 'https://www.transfermarkt.com/venezia-fc/startseite/verein/607/saison_id/2020']","['Delfino Pescara 1936', 'AC Reggiana 1919', 'Virtus Entella']","['https://www.transfermarkt.com/delfino-pescara-1936/startseite/verein/2921/saison_id/2020', 'https://www.transfermarkt.com/ac-reggiana-1919/startseite/verein/5621/saison_id/2020', 'https://www.transfermarkt.com/virtus-entella/startseite/verein/20519/saison_id/2020']",['Massimo Coda'],['https://www.transfermarkt.com/massimo-coda/profil/spieler/33763'],22,28.9,2.40,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie C-A,https://www.transfermarkt.com/serie-c-girone-a/startseite/wettbewerb/IT3A/saison_id/2020,Como 1907,"['US Alessandria Calcio 1912', 'Como 1907']","['https://www.transfermarkt.com/us-alessandria-calcio-1912/startseite/verein/2721/saison_id/2020', 'https://www.transfermarkt.com/como-1907/startseite/verein/1047/saison_id/2020']","['AS Livorno', 'Novara Calcio 1908']","['https://www.transfermarkt.com/as-livorno/startseite/verein/1210/saison_id/2020', 'https://www.transfermarkt.com/novara-calcio/startseite/verein/6692/saison_id/2020']","['Jacopo Manconi', 'Andrea Magrassi']","['https://www.transfermarkt.com/jacopo-manconi/profil/spieler/240206', 'https://www.transfermarkt.com/andrea-magrassi/profil/spieler/175788']",15,11.8,2.28,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie C - B,https://www.transfermarkt.com/serie-c-girone-b/startseite/wettbewerb/IT3B/saison_id/2020,AC Perugia Calcio,['AC Perugia Calcio'],['https://www.transfermarkt.com/ac-perugia-calcio/startseite/verein/839/saison_id/2020'],"['SS Arezzo', 'Carpi FC 1909', 'Alma Juventus Fano 1906', 'Ravenna FC', 'SS Sambenedettese']","['https://www.transfermarkt.com/ss-arezzo/startseite/verein/4255/saison_id/2020', 'https://www.transfermarkt.com/carpi-fc-1909/startseite/verein/4102/saison_id/2020', 'https://www.transfermarkt.com/alma-juventus-fano-1906/startseite/verein/5615/saison_id/2020', 'https://www.transfermarkt.com/ravenna-fc/startseite/verein/1105/saison_id/2020', 'https://www.transfermarkt.com/us-sambenedettese/startseite/verein/4330/saison_id/2020']",['Mattia Bortolussi'],['https://www.transfermarkt.com/mattia-bortolussi/profil/spieler/269870'],16,12.5,2.43,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie C - C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C/saison_id/2020,Ternana Calcio,['Ternana Calcio'],['https://www.transfermarkt.com/ternana-calcio/startseite/verein/1103/saison_id/2020'],"['Casertana FC', 'Cavese 1919', 'AS Bisceglie 1913']","['https://www.transfermarkt.com/casertana-fc/startseite/verein/4106/saison_id/2020', 'https://www.transfermarkt.com/cavese-1919/startseite/verein/6266/saison_id/2020', 'https://www.transfermarkt.com/as-bisceglie-1913/startseite/verein/22275/saison_id/2020']","['Anthony Partipilo', 'César Falletti']","['https://www.transfermarkt.com/anthony-partipilo/profil/spieler/182517', 'https://www.transfermarkt.com/cesar-falletti/profil/spieler/218306']",17,14.4,2.38,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - A,https://www.transfermarkt.com/serie-d-girone-a/startseite/wettbewerb/IT4A/saison_id/2020,,[],[],[],[],['Mario Chessa'],['https://www.transfermarkt.com/mario-chessa/profil/spieler/202965'],34,9.1,2.72,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - B,https://www.transfermarkt.com/serie-d-girone-b/startseite/wettbewerb/IT4B/saison_id/2020,,['1913 Seregno Calcio'],['https://www.transfermarkt.com/usd-1913-seregno-calcio/startseite/verein/4167/saison_id/2020'],[],[],['Danilo Alessandro'],['https://www.transfermarkt.com/danilo-alessandro/profil/spieler/102231'],24,10.2,2.75,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - C,https://www.transfermarkt.com/serie-d-girone-c/startseite/wettbewerb/IT4C/saison_id/2020,,['AC Trento'],['https://www.transfermarkt.com/ac-trento/startseite/verein/4095/saison_id/2020'],"['APC Chions', 'Virtus Bolzano']","['https://www.transfermarkt.com/apc-chions/startseite/verein/52423/saison_id/2020', 'https://www.transfermarkt.com/virtus-bolzano/startseite/verein/51314/saison_id/2020']",['Grasjan Aliu'],['https://www.transfermarkt.com/grasjan-aliu/profil/spieler/149931'],18,13.1,2.63,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - D,https://www.transfermarkt.com/serie-d-girone-d/startseite/wettbewerb/IT4D/saison_id/2020,,['US Fiorenzuola 1922'],['https://www.transfermarkt.com/us-fiorenzuola-1922/startseite/verein/4163/saison_id/2020'],['US Corticella'],['https://www.transfermarkt.com/us-corticella/startseite/verein/56642/saison_id/2020'],['Nicolò Bruschi'],['https://www.transfermarkt.com/nicolo-bruschi/profil/spieler/355156'],30,8.6,2.85,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - E,https://www.transfermarkt.com/serie-d-girone-e/startseite/wettbewerb/IT4E/saison_id/2020,,"['Aquila Montevarchi 1902', 'ACN Siena']","['https://www.transfermarkt.com/aquila-1902-montevarchi/startseite/verein/4339/saison_id/2020', 'https://www.transfermarkt.com/acn-siena-1904/startseite/verein/1387/saison_id/2020']","['UC Sinalunghese', 'ASD Grassina']","['https://www.transfermarkt.com/uc-sinalunghese/startseite/verein/38466/saison_id/2020', 'https://www.transfermarkt.com/asd-grassina/startseite/verein/66861/saison_id/2020']",['Sulayman Jallow'],['https://www.transfermarkt.com/sulayman-jallow/profil/spieler/388258'],21,7.3,2.62,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - F,https://www.transfermarkt.com/serie-d-girone-f/startseite/wettbewerb/IT4F/saison_id/2020,,['SSD Città di Campobasso'],['https://www.transfermarkt.com/ssd-citta-di-campobasso/startseite/verein/18642/saison_id/2020'],"['Olympia Agnonese', ""Porto Sant'Elpidio MP""]","['https://www.transfermarkt.com/olympia-agnonese/startseite/verein/36807/saison_id/2020', 'https://www.transfermarkt.com/porto-santelpidio-mp/startseite/verein/55672/saison_id/2020']","['Federico Cardella', 'Pablo Ezequiel Banegas']","['https://www.transfermarkt.com/federico-cardella/profil/spieler/502435', 'https://www.transfermarkt.com/pablo-ezequiel-banegas/profil/spieler/368845']",16,11.6,2.65,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - G,https://www.transfermarkt.com/serie-d-girone-g/startseite/wettbewerb/IT4G/saison_id/2020,,"['Latina Calcio 1932', 'Monterosi FC']","['https://www.transfermarkt.com/latina-calcio-1932/startseite/verein/22045/saison_id/2020', 'https://www.transfermarkt.com/monterosi-fc/startseite/verein/45894/saison_id/2020']",[],[],['Luigi Scotto'],['https://www.transfermarkt.com/luigi-scotto/profil/spieler/140105'],21,13.2,2.61,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - H,https://www.transfermarkt.com/serie-d-girone-h/startseite/wettbewerb/IT4H/saison_id/2020,,"['Fidelis Andria 2018', 'Taranto FC 1927', 'AZ Picerno']","['https://www.transfermarkt.com/ssd-fidelis-andria/startseite/verein/4085/saison_id/2020', 'https://www.transfermarkt.com/taranto-fc-1927/startseite/verein/4093/saison_id/2020', 'https://www.transfermarkt.com/az-picerno/startseite/verein/49430/saison_id/2020']",['Asd Puteolana 1902'],['https://www.transfermarkt.com/asd-puteolana-1902/startseite/verein/22124/saison_id/2020'],['Giancarlo Malcore'],['https://www.transfermarkt.com/giancarlo-malcore/profil/spieler/199717'],21,17.4,2.61,2023-05-26 18:36:07.236119
Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75/saison_id/2020/plus/1,2020,Serie D - I,https://www.transfermarkt.com/serie-d-girone-i/startseite/wettbewerb/IT4I/saison_id/2020,,['ACR Messina'],['https://www.transfermarkt.com/acr-messina/startseite/verein/1104/saison_id/2020'],"['Roccella', 'Marina di Ragusa']","['https://www.transfermarkt.com/roccella/startseite/verein/35967/saison_id/2020', 'https://www.transfermarkt.com/marina-di-ragusa/startseite/verein/50752/saison_id/2020']","['Pietro Terranova', 'Ciro Foggia']","['https://www.transfermarkt.com/pietro-terranova/profil/spieler/535609', 'https://www.transfermarkt.com/ciro-foggia/profil/spieler/252725']",20,13.1,2.45,2023-05-26 18:36:07.236119
